[2024-08-16T18:07:59.979052Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Initiating pyFlow run
[2024-08-16T18:07:59.981005Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2024-08-16T18:07:59.981794Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowVersion: 1.1.20
[2024-08-16T18:07:59.982553Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pythonVersion: 2.7.12.final.0
[2024-08-16T18:07:59.983250Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] WorkingDir: '/coh_labs/dits/rayyan/Projects/GATK-pipeline/GATK_somatic'
[2024-08-16T18:07:59.983956Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] ProcessCmdLine: '/coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/runWorkflow.py --mode local --jobs 8'
[2024-08-16T18:07:59.984763Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mode: local
[2024-08-16T18:07:59.985526Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] nCores: 8
[2024-08-16T18:07:59.986313Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] memMb: 515437
[2024-08-16T18:07:59.987026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] dataDir: /coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/workspace/pyflow.data
[2024-08-16T18:07:59.987808Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2024-08-16T18:07:59.988580Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isContinue: False
[2024-08-16T18:07:59.989348Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2024-08-16T18:07:59.990129Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2024-08-16T18:07:59.991303Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2024-08-16T18:07:59.992280Z] [g-c-1-4-05.cm.cluster] [2114669_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: 2.9.10
[2024-08-16T18:14:49.029218Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_044_chr14_GL000009v2_random_0000] Task initiated on local node
[2024-08-16T18:14:49.286888Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_448_chr19_GL949751v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.297253Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_373_chr22_KI270878v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.312160Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_373_chr22_KI270878v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:49.369766Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_373_chr22_KI270878v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.381053Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_318_chr15_KI270852v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.388480Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_318_chr15_KI270852v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:49.446132Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_318_chr15_KI270852v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.456931Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_000_chr1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.488688Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_000_chr1_0000] Task initiated on local node
[2024-08-16T18:14:49.534679Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_044_chr14_GL000009v2_random_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.545226Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_044_chr14_GL000009v2_random_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.552577Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_044_chr14_GL000009v2_random_0000] Task initiated on local node
[2024-08-16T18:14:49.553650Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_000_chr1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.563036Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_046_chr14_KI270722v1_random_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.582661Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_044_chr14_GL000009v2_random_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.592487Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_255_chr6_KI270797v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.595874Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_046_chr14_KI270722v1_random_0000] Task initiated on local node
[2024-08-16T18:14:49.602652Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_255_chr6_KI270797v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:49.810453Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_255_chr6_KI270797v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.820587Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_012_chr13_0009' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.828112Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_012_chr13_0009] Task initiated on local node
[2024-08-16T18:14:49.935954Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_046_chr14_KI270722v1_random_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.946389Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_317_chr14_KI270846v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.964259Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_317_chr14_KI270846v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:50.371945Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_317_chr14_KI270846v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:50.382754Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_262_chr7_KI270808v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:50.415282Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_262_chr7_KI270808v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:50.610869Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_262_chr7_KI270808v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:50.621920Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_252_chr6_KI270801v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:50.630048Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_252_chr6_KI270801v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:50.837420Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_252_chr6_KI270801v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:50.848347Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_015_chr16_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:14:50.856037Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_015_chr16_0001] Task initiated on local node
[2024-08-16T18:14:54.668674Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_009_chr10_0006' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:54.679018Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_2746_chrUn_JTFH01001904v1_decoy_0000_to_chromId_2833_chrUn_JTFH01001991v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:54.695895Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_2746_chrUn_JTFH01001904v1_decoy_0000_to_chromId_2833_chrUn_JTFH01001991v1_decoy_0000] Task initiated on local node
[2024-08-16T18:14:56.305312Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_2746_chrUn_JTFH01001904v1_decoy_0000_to_chromId_2833_chrUn_JTFH01001991v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:56.316069Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_199_chr1_GL383519v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:56.349172Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_199_chr1_GL383519v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:56.544824Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_199_chr1_GL383519v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:56.555965Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_589_chrUn_KN707739v1_decoy_0000_to_chromId_636_chrUn_KN707786v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:56.564172Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_589_chrUn_KN707739v1_decoy_0000_to_chromId_636_chrUn_KN707786v1_decoy_0000] Task initiated on local node
[2024-08-16T18:14:57.572758Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_589_chrUn_KN707739v1_decoy_0000_to_chromId_636_chrUn_KN707786v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:57.583110Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_191_chrUn_KI270742v1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:57.591024Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_191_chrUn_KI270742v1_0000] Task initiated on local node
[2024-08-16T18:14:58.098737Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_191_chrUn_KI270742v1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:58.109729Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_206_chr2_KI270773v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:58.117072Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_206_chr2_KI270773v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:58.274744Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_206_chr2_KI270773v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:58.285387Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_010_chr11_0009' from sub-workflow 'CallGenome'
[2024-08-16T18:14:58.316369Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_010_chr11_0009] Task initiated on local node
[2024-08-16T18:14:58.421105Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_010_chr11_0009' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:58.431365Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_005_chr6_0012' from sub-workflow 'CallGenome'
[2024-08-16T18:14:58.459769Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_005_chr6_0012] Task initiated on local node
[2024-08-16T18:15:02.962811Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_016_chr17_0001' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:02.973482Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_066_chrY_KI270740v1_random_0000_to_chromId_090_chrUn_KI270429v1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:02.981539Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_066_chrY_KI270740v1_random_0000_to_chromId_090_chrUn_KI270429v1_0000] Task initiated on local node
[2024-08-16T18:15:03.589645Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_066_chrY_KI270740v1_random_0000_to_chromId_090_chrUn_KI270429v1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:03.600384Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_434_chr19_KI270929v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:03.632200Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_434_chr19_KI270929v1_alt_0000] Task initiated on local node
[2024-08-16T18:15:03.879463Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_434_chr19_KI270929v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:03.890268Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_006_chr7_0008' from sub-workflow 'CallGenome'
[2024-08-16T18:15:03.914276Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_006_chr7_0008] Task initiated on local node
[2024-08-16T18:15:03.971749Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_006_chr7_0008' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:03.982545Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_001_chr2_0012' from sub-workflow 'CallGenome'
[2024-08-16T18:15:03.989918Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_001_chr2_0012] Task initiated on local node
[2024-08-16T18:15:04.047437Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_001_chr2_0012' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.057881Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_394_chr3_KI270895v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.089517Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_394_chr3_KI270895v1_alt_0000] Task initiated on local node
[2024-08-16T18:15:04.135514Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_394_chr3_KI270895v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.146040Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_277_chr8_KI270815v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.153367Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_277_chr8_KI270815v1_alt_0000] Task initiated on local node
[2024-08-16T18:15:04.362894Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_277_chr8_KI270815v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.388839Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_323_chr15_GL383555v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.414037Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_323_chr15_GL383555v2_alt_0000] Task initiated on local node
[2024-08-16T18:15:04.509032Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_323_chr15_GL383555v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.519108Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_2245_chrUn_JTFH01001403v1_decoy_0000_to_chromId_2379_chrUn_JTFH01001537v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.533483Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_2245_chrUn_JTFH01001403v1_decoy_0000_to_chromId_2379_chrUn_JTFH01001537v1_decoy_0000] Task initiated on local node
[2024-08-16T18:15:04.591028Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_2245_chrUn_JTFH01001403v1_decoy_0000_to_chromId_2379_chrUn_JTFH01001537v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.600774Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0018' from sub-workflow 'CallGenome'
[2024-08-16T18:15:04.617635Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_001_chr2_0018] Task initiated on local node
[2024-08-16T18:15:05.626647Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0015' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:05.637735Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_001_chr2_0015' from sub-workflow 'CallGenome'
[2024-08-16T18:15:05.645449Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_001_chr2_0015] Task initiated on local node
[2024-08-16T18:15:05.702942Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_001_chr2_0015' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:05.713545Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_441_chr6_GL000253v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:05.754404Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_441_chr6_GL000253v2_alt_0000] Task initiated on local node
[2024-08-16T18:15:06.442529Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_441_chr6_GL000253v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:06.453516Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_441_chr6_GL000253v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:06.485561Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_441_chr6_GL000253v2_alt_0000] Task initiated on local node
[2024-08-16T18:15:06.532695Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_441_chr6_GL000253v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:06.543117Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_802_chrUn_KN707952v1_decoy_0000_to_chromId_835_chrUn_KN707985v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:06.574794Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_802_chrUn_KN707952v1_decoy_0000_to_chromId_835_chrUn_KN707985v1_decoy_0000] Task initiated on local node
[2024-08-16T18:15:07.371705Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_802_chrUn_KN707952v1_decoy_0000_to_chromId_835_chrUn_KN707985v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:07.382134Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_005_chr6_0002' from sub-workflow 'CallGenome'
[2024-08-16T18:15:07.414766Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_005_chr6_0002] Task initiated on local node
[2024-08-16T18:15:07.460625Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_005_chr6_0002' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:07.471139Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0006' from sub-workflow 'CallGenome'
[2024-08-16T18:15:07.497803Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_001_chr2_0006] Task initiated on local node
[2024-08-16T18:15:17.072526Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_012_chr13_0009' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:17.088487Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_066_chrY_KI270740v1_random_0000_to_chromId_090_chrUn_KI270429v1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:17.114723Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_066_chrY_KI270740v1_random_0000_to_chromId_090_chrUn_KI270429v1_0000] Task initiated on local node
[2024-08-16T18:15:17.218463Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_066_chrY_KI270740v1_random_0000_to_chromId_090_chrUn_KI270429v1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:17.229182Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0016' from sub-workflow 'CallGenome'
[2024-08-16T18:15:17.237404Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_001_chr2_0016] Task initiated on local node
[2024-08-16T18:15:21.099853Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_005_chr6_0012' launched from sub-workflow 'CallGenome'
[2024-08-16T18:15:21.112889Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_351_chr18_KI270863v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:15:21.120458Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_351_chr18_KI270863v1_alt_0000] Task initiated on local node
